,movie,year,imdb,metascore,votes,n_imdb
1896,Assassino a Preço Fixo,2011,6.6,49,132053,66.0
1897,Cavalo de Guerra,2011,7.2,72,125782,72.0
1898,Gato de Botas,2011,6.7,65,123039,67.0
1899,Compramos Um Zoológico,2011,7.1,58,119239,71.0
1900,Carros 2,2011,6.2,57,117539,62.0
1901,Um Dia,2011,7.0,48,116958,70.0
1902,Roubo nas Alturas,2011,6.2,59,116758,62.0
1903,A Pele que Habito,2011,7.6,70,112746,76.0
1904,Os Especialistas,2011,6.5,44,111721,65.0
1905,Pânico 4,2011,6.2,52,110870,62.0
1906,Precisamos Falar Sobre o Kevin,2011,7.5,68,109262,75.0
1907,J. Edgar,2011,6.6,59,109252,66.0
1908,Passe Livre,2011,5.9,45,108488,59.0
1909,Deus da Carnificina,2011,7.2,61,103860,72.0
1910,A Coisa,2011,6.2,49,102738,62.0
1911,Padre,2011,5.7,41,102450,57.0
1912,Água para Elefantes,2011,6.9,52,100421,69.0
1913,Margin Call - O Dia Antes do Fim,2011,7.1,76,99923,71.0
1914,A Garota da Capa Vermelha,2011,5.4,29,96739,54.0
1915,O Retorno de Johnny English,2011,6.3,46,96059,63.0
1916,Motoqueiro Fantasma: Espírito de Vingança,2011,4.3,34,95012,43.0
1917,Os Três Mosqueteiros,2011,5.8,35,93912,58.0
1918,Diário de um Jornalista Bêbado,2011,6.2,56,90805,62.0
1919,Premonição 5,2011,5.9,50,90341,59.0
1920,A Hora do Espanto,2011,6.4,64,89766,64.0
1921,Sua Alteza?,2011,5.5,31,89298,55.0
1922,A Dama de Ferro,2011,6.4,54,89221,64.0
1923,Ataque ao Prédio,2011,6.6,75,87947,66.0
1924,Tão Forte e Tão Perto,2011,6.9,46,87793,69.0
1925,Um Método Perigoso,2011,6.5,76,87199,65.0
1926,"Conan, o Bárbaro",2011,5.2,36,86062,52.0
1927,Headhunters,2011,7.6,72,85798,76.0
1928,Fúria Sobre Rodas,2011,5.4,44,85691,54.0
1929,30 Minutos ou Menos,2011,6.1,49,82732,61.0
1930,Colombiana: Em Busca de Vingança,2011,6.4,45,81501,64.0
1931,Atividade Paranormal 3,2011,5.8,59,81194,58.0
1932,Caça às Bruxas,2011,5.4,28,80580,54.0
1933,O Ritual,2011,6.0,38,80559,60.0
1934,O Exótico Hotel Marigold,2011,7.3,62,80285,73.0
1935,A Outra Terra,2011,7.0,66,79358,70.0
1936,Os Muppets,2011,7.1,75,78604,71.0
1937,O Idiota do Meu Irmão,2011,6.4,60,77981,64.0
1938,O Abrigo,2011,7.4,85,76476,74.0
1939,Os Brutamontes,2011,6.8,64,75734,68.0
1940,A Toda Prova,2011,5.8,67,75611,58.0
1941,Sete Dias com Marilyn,2011,7.0,65,75550,70.0
1942,Justin Bieber: Never Say Never,2011,1.6,52,74692,16.0
1943,Os Pinguins do Papai,2011,6.0,53,73319,60.0
1944,Os Smurfs,2011,5.5,30,72150,55.0
1945,Noite de Ano Novo,2011,5.7,22,71078,57.0
1946,Você é o Próximo,2011,6.5,66,71016,65.0
1947,O Guarda,2011,7.3,78,69776,73.0
1948,Jane Eyre,2011,7.4,76,69360,74.0
1949,Sem Saída,2011,5.1,25,68529,51.0
1950,A Fera,2011,5.6,40,68471,56.0
1951,The Inbetweeners: O Filme,2011,6.8,44,68343,68.0
1952,Jovens Adultos,2011,6.3,71,68287,63.0
1953,Cada um tem a Gêmea que Merece,2011,3.4,23,65286,34.0
1954,Qual Seu Número?,2011,6.1,35,63633,61.0
1955,Killer Joe - Matador de Aluguel,2011,6.7,62,63539,67.0
1956,O Substituto,2011,7.7,52,63357,77.0
1957,Deus Abençoe a América,2011,7.2,56,63337,72.0
1958,O Babá(ca),2011,5.7,39,63022,57.0
1959,Um Natal Muito Louco,2011,6.3,61,58619,63.0
1960,Jeff e as Armações do Destino,2011,6.5,60,57977,65.0
1961,A Legião Perdida,2011,6.2,55,57457,62.0
1962,Redenção,2011,6.8,43,56793,68.0
1963,Seita Mortal,2011,6.2,50,56533,62.0
1964,O Dublê do Diabo,2011,7.1,52,56232,71.0
1965,O Despertar,2011,6.5,53,55647,65.0
1966,Amor Impossível,2011,6.8,58,55043,68.0
1967,A Casa dos Sonhos,2011,6.0,35,55038,60.0
1968,Larry Crowne: O Amor Está de Volta,2011,6.1,41,53850,61.0
1969,A Hora da Escuridão,2011,4.9,16,51909,49.0
1970,Loucamente Apaixonados,2011,6.7,68,51732,67.0
1971,O Noivo da Minha Melhor Amiga,2011,5.9,36,51180,59.0
1972,Ganhar ou Ganhar - A Vida É um Jogo,2011,7.2,75,50184,72.0
1973,Bernie: Quase um Anjo,2011,6.8,75,50139,68.0
1974,A Arte da Conquista,2011,6.6,36,50033,66.0
1975,Apollo 18 - A Missão Proibida,2011,5.2,24,49214,52.0
1976,Santuário,2011,5.9,42,49188,59.0
1977,O Zelador Animal,2011,5.2,30,48371,52.0
1978,"Arthur, o Milionário Irresistível",2011,5.7,36,47181,57.0
1979,Sentidos do Amor,2011,7.1,55,46815,71.0
1980,Uma Noite Mais Que Louca,2011,6.3,42,46169,63.0
1981,O Dilema,2011,5.3,46,45869,53.0
1982,Gnomeu e Julieta,2011,6.0,53,45429,60.0
1983,Fenômenos Paranormais,2011,6.1,33,44296,61.0
1984,Don 2,2011,7.1,49,43340,71.0
1985,Martha Marcy May Marlene,2011,6.9,75,42994,69.0
1986,Um Novo Despertar,2011,6.7,60,42734,67.0
1987,Flores do Oriente,2011,7.6,46,42035,76.0
1988,O Pacto,2011,6.2,38,40938,62.0
1989,Footloose: Ritmo Contagiante,2011,5.9,58,40238,59.0
1990,O Mendigo com uma Escopeta,2011,6.1,55,39539,61.0
1991,Operação Presente,2011,7.1,69,39307,71.0
1992,Soul Surfer: Coragem de Viver,2011,7.1,53,38488,71.0
1993,O Mafioso,2011,7.1,50,37824,71.0
1994,Solteiros Com Filhos,2011,6.2,55,37779,62.0
1995,O Grande Ano,2011,6.2,53,37060,62.0
1996,Reféns,2011,5.3,37,36898,53.0
1997,Sangue e Honra,2011,6.2,42,36259,62.0
1998,Anônimo,2011,6.9,50,36180,69.0
1999,Monte Carlo,2011,5.8,43,35819,58.0
2000,Happy Feet 2: O Pinguim,2011,5.9,50,35111,59.0
2001,Um Negócio Nada Seguro,2011,6.3,70,33771,63.0
2002,Ra.One,2011,4.8,60,33319,48.0
2003,O Caçador,2011,6.8,63,32843,68.0
2004,Na Terra de Amor e Ódio,2011,4.4,56,32112,44.0
2005,O Abrigo,2011,5.8,28,32051,58.0
2006,Batman: O Cavaleiro das Trevas Ressurge,2012,8.4,78,1259323,84.0
2007,Django Livre,2012,8.4,81,1077149,84.0
2008,The Avengers: Os Vingadores,2012,8.1,69,1068073,81.0
2009,Jogos Vorazes,2012,7.2,68,751132,72.0
2010,O Hobbit: Uma Jornada Inesperada,2012,7.9,58,682382,79.0
2011,O Lado Bom da Vida,2012,7.8,81,577965,78.0
2012,007 - Operação Skyfall,2012,7.8,81,557978,78.0
2013,Prometheus,2012,7.0,65,505373,70.0
2014,Ted,2012,7.0,62,505251,70.0
2015,Argo,2012,7.7,86,493437,77.0
2016,O Espetacular Homem-Aranha,2012,7.0,66,486615,70.0
2017,As Aventuras de Pi,2012,7.9,79,485298,79.0
2018,Looper: Assassinos do Futuro,2012,7.4,84,463829,74.0
2019,Anjos da Lei,2012,7.2,69,443768,72.0
2020,As Vantagens de Ser Invisível,2012,8.0,67,388730,80.0
2021,O Segredo da Cabana,2012,7.0,72,306181,70.0
2022,A Viagem,2012,7.5,55,306140,75.0
2023,Valente,2012,7.2,69,303554,72.0
2024,Detona Ralph,2012,7.7,72,299649,77.0
2025,MIB³: Homens de Preto 3,2012,6.8,58,283753,68.0
2026,O Voo,2012,7.3,76,281886,73.0
2027,Os Miseráveis,2012,7.6,63,263254,76.0
2028,Moonrise Kingdom,2012,7.8,84,262629,78.0
2029,Os Mercenários 2,2012,6.6,51,262274,66.0
2030,Jack Reacher: O Último Tiro,2012,7.0,50,258727,70.0
2031,Busca Implacável 2,2012,6.3,45,255775,63.0
2032,O Legado Bourne,2012,6.7,61,251168,67.0
2033,Branca de Neve e o Caçador,2012,6.1,57,243974,61.0
2034,A Escolha Perfeita,2012,7.2,66,232838,72.0
2035,A Hora Mais Escura,2012,7.4,95,232191,74.0
2036,O Ditador,2012,6.4,58,230926,64.0
2037,John Carter: Entre Dois Mundos,2012,6.6,51,224965,66.0
2038,Dredd: O Juiz do Apocalipse,2012,7.1,59,218998,71.0
2039,Poder Sem Limites,2012,7.1,69,217159,71.0
2040,O Vingador do Futuro,2012,6.3,43,215346,63.0
2041,Sombras da Noite,2012,6.2,55,214480,62.0
2042,Battleship: A Batalha dos Mares,2012,5.8,41,214126,58.0
2043,Lincoln,2012,7.4,86,212156,74.0
2044,O Lugar Onde Tudo Termina,2012,7.3,68,206683,73.0
2045,A Caça,2012,8.3,76,203176,83.0
2046,Sete Psicopatas e um Shih Tzu,2012,7.2,66,201723,72.0
2047,Os Infratores,2012,7.3,58,200092,73.0
2048,A Saga Crepúsculo: Amanhecer - Parte 2,2012,5.5,52,198482,55.0
2049,Marcados para Morrer,2012,7.7,68,197312,77.0
2050,Hotel Transilvânia,2012,7.1,47,181928,71.0
2051,American Pie: O Reencontro,2012,6.7,49,181571,67.0
2052,A Entidade,2012,6.8,53,179003,68.0
2053,Protegendo o Inimigo,2012,6.8,52,178316,68.0
2054,Projeto X: Uma Festa Fora de Controle,2012,6.7,48,167423,67.0
2055,Fúria de Titãs 2,2012,5.8,37,162266,58.0
2056,O Impossível,2012,7.6,73,161545,76.0
2057,Para Sempre,2012,6.8,43,160495,68.0
2058,A Era do Gelo 4,2012,6.6,49,159262,66.0
2059,Guerra é Guerra!,2012,6.3,31,157801,63.0
2060,A Mulher de Preto,2012,6.4,62,154686,64.0
2061,Amor Bandido,2012,7.4,76,146560,74.0
2062,Abraham Lincoln: Caçador de Vampiros,2012,5.9,42,135560,59.0
2063,A Origem dos Guardiões,2012,7.3,57,133706,73.0
2064,À Beira do Abismo,2012,6.6,40,131324,66.0
2065,Madagascar 3: Os Procurados,2012,6.9,60,131008,69.0
2066,Anjos da Noite: O Despertar,2012,6.4,39,130249,64.0
2067,O Homem da Máfia,2012,6.2,64,118155,62.0
2068,Resident Evil 5: Retribuição,2012,5.4,39,117301,54.0
2069,Spring Breakers: Garotas Perigosas,2012,5.3,63,116765,53.0
2070,O Mestre,2012,7.1,86,116617,71.0
2071,Magic Mike,2012,6.1,72,116150,61.0
2072,Os Candidatos,2012,6.1,50,112453,61.0
2073,Bem-vindo aos 40,2012,6.2,59,110172,62.0
2074,Vizinhos Imediatos de 3º Grau,2012,5.7,36,109917,57.0
2075,Selvagens,2012,6.5,59,109669,65.0
2076,Sem Segurança Nenhuma,2012,7.0,72,106847,70.0
2077,Contrabando,2012,6.5,51,106417,65.0
2078,Perigo por Encomenda,2012,6.5,66,100552,65.0
2079,Procura-se um Amigo para o Fim do Mundo,2012,6.7,59,95324,67.0
2080,O Código,2012,6.5,55,90237,65.0
2081,Sequestro no Espaço,2012,6.1,48,85896,61.0
2082,Um Homem de Sorte,2012,6.5,39,85651,65.0
2083,Ruby Sparks - A Namorada Perfeita,2012,7.2,67,85385,72.0
2084,O Lorax: Em Busca da Trúfula Perdida,2012,6.4,46,83545,64.0
2085,Cinco Anos de Noivado,2012,6.2,62,83198,62.0
2086,Frankenweenie,2012,7.0,74,81505,70.0
2087,ParaNorman,2012,7.0,72,80148,70.0
2088,Professor Peso Pesado,2012,6.4,40,78069,64.0
2089,Amor,2012,7.9,94,77522,79.0
2090,Anna Karenina,2012,6.6,63,77455,66.0
2091,O Corvo,2012,6.4,44,76526,64.0
2092,Este é o Meu Garoto,2012,5.6,31,76330,56.0
2093,"Espelho, Espelho Meu",2012,5.6,46,74934,56.0
2094,Indomável Sonhadora,2012,7.3,86,74059,73.0
2095,Viagem 2: A Ilha Misteriosa,2012,5.8,41,74057,58.0
2096,"Para Roma, com Amor",2012,6.3,54,73971,63.0
2097,Ligados Pelo Amor,2012,7.3,49,72839,73.0
2098,Os Desconectados,2012,7.6,64,66138,76.0
2099,Rock of Ages: O Filme,2012,5.9,47,65725,59.0
2100,Amanhecer Violento,2012,5.4,31,65597,54.0
2101,Viajar É Preciso,2012,5.6,53,65523,56.0
2102,As Palavras,2012,7.1,37,65027,71.0
2103,Hitchcock,2012,6.8,55,64296,68.0
2104,Mundos Opostos,2012,6.4,45,62586,64.0
2105,A Última Casa da Rua,2012,5.6,31,62441,56.0
2106,O Que Esperar Quando Você Está Esperando,2012,5.7,41,61370,57.0
2107,Ato de Valor,2012,6.5,40,60827,65.0
2108,O Homem de Gelo,2012,6.9,60,60377,69.0
2109,Gangues de Wasseypur,2012,8.3,89,56494,83.0
2110,A Primeira Vez,2012,6.9,55,56022,69.0
2111,O Homem Com Punhos de Ferro,2012,5.4,51,55904,54.0
2112,Frank e o Robô,2012,7.1,67,55837,71.0
2113,Atividade Paranormal 4,2012,4.6,40,54552,46.0
2114,Ferrugem e Osso,2012,7.5,73,54111,75.0
2115,Procurando Sugar Man,2012,8.2,79,53711,82.0
2116,Silent Hill: Revelação 3D,2012,5.0,16,53315,50.0
2117,Curvas da Vida,2012,6.8,58,51909,68.0
2118,Poder Paranormal,2012,6.2,36,51870,62.0
2119,Frances Ha,2012,7.4,82,50540,74.0
2120,Possessão,2012,5.9,45,50442,59.0
2121,V/H/S,2012,5.8,55,48922,58.0
2122,"Ela Dança, Eu Danço 4",2012,6.5,43,48482,65.0
2123,Amigos Inseparáveis,2012,6.5,41,47973,65.0
2124,A Negociação,2012,6.6,73,44368,66.0
2125,Alvo Duplo,2012,5.7,48,41858,57.0
2126,A Estranha Vida de Timothy Green,2012,6.6,47,40141,66.0
2127,Quatro Amigas e um Casamento,2012,5.3,53,40052,53.0
